category,lat,lon,name,amenity
school,51.2890441,-0.2367546,Chinthurst pre-prep school,childcare
school,51.5952785,-0.4089499,Blossom Tree,childcare
school,51.5968068,-0.4106957,Ministeps Nursery,childcare
school,51.5564304,-0.0986289,Monkey Puzzle,kindergarten
school,51.4326101,-0.1791524,Magdalen Nursery,childcare
school,51.6081238,-0.0247431,The Valley Centre,childcare
school,51.4453733,0.213241,KTB Kids,childcare
school,51.5631412,-0.1017691,Diamond,driving_school
school,51.5553182,-0.1969272,Mace Montessori,childcare
school,51.5492965,-0.3432931,Monkey Puzzles Day Nursery,childcare
school,51.4340082,-0.1623608,Kumon,prep_school
school,51.545968,-0.0024999,Bright Little Stars Nursery,kindergarten
school,51.4441705,0.2129272,Highfield Road Pre-School,kindergarten
school,51.54738,-0.1705166,,childcare
school,51.4978954,-0.4782776,Smarty's Nursery,childcare
school,51.5030596,-0.2446778,Stepping Stones Nursery,kindergarten
school,51.5035017,-0.1023625,London College of Creative Media,music_school
school,51.5008458,-0.2410527,Jack in the Box Montessori School,kindergarten
school,51.5804136,0.0238031,DVSA Wanstead,driving_school
school,51.4973098,-0.2344631,Dalling Montessori Nursery,kindergarten
school,51.6558238,-0.2768282,Explore Learning,prep_school
school,51.4574194,-0.303499,The Little Vic School For Girls,school
school,51.4503249,0.0827236,Crafty Wizards Pre-School,childcare
school,51.5063973,-0.3286476,Kindred Hanwell,childcare
school,51.5039585,-0.3258512,Playhouse Day Nursery,childcare
school,51.5043034,-0.3178716,Little Angels,childcare
school,51.5115854,-0.3224717,Busy Bees,childcare
school,51.4900531,-0.3113884,The Little School,childcare
school,51.5389697,-0.0004492,Little Rainbow Nursery,kindergarten
school,51.4902084,-0.3028563,Cybertots at GWQ,childcare
school,51.5054689,-0.3340824,Hanwell Montessori Nursery and Pre-school,childcare
school,51.501223,-0.3200578,Fielding Nursery,childcare
school,51.5010738,-0.3192523,Northfields Pre-school,childcare
school,51.5063447,-0.3147304,Corner House Day Nursery,childcare
school,51.4961154,-0.2280748,St John Ambulance First Aid Training,school
school,51.5123735,-0.0363509,The London Language Foundation,language_school
school,51.5029282,-0.2232655,London Lessons,language_school
school,51.5504494,0.0258605,Twinkle Toes Day Nursery,kindergarten
school,51.5484639,0.0223636,Chestnut Nursery School,kindergarten
school,51.4855201,0.0076573,Greenwich Music School - Vanbrugh Studio,music_school
school,51.5125643,0.0060366,Docklands Village Nursery,childcare
school,51.4992189,-0.2186146,Busy Bee Nursery School,childcare
school,51.5138574,-0.1229095,Edgware Academy,language_school
school,51.67997,-0.2065893,Norfolk Lodge Montessori Day Nursery,childcare
school,51.5515318,-0.4702253,The Young Ones,childcare
school,51.4627882,-0.2501872,The Bees Knees Nursery School,kindergarten
school,51.4312519,0.1747245,Acorns Early Years Centre,kindergarten
school,51.3288213,-0.410147,Oasis,kindergarten
school,51.5004117,0.0282999,Macaroni Penguin,childcare
school,51.3288167,-0.4093222,Perfect Start Day Nursery,kindergarten
school,51.5496985,0.0454755,Kids Uni,kindergarten
school,51.5473955,0.0177173,Earlham Nursery,kindergarten
school,51.4382916,-0.1679396,Beechcroft Day Nursery,kindergarten
school,51.4020425,-0.3447219,Katey's,kindergarten
school,51.4014674,-0.3458776,The Butterfly Patch,kindergarten
school,51.4807752,-0.0170573,Maritime Minis,childcare
school,51.5065442,-0.0060737,Docklands Village Nursery,childcare
school,51.508898,-0.3349117,Right Tutors,prep_school
school,51.4957297,-0.1121661,King's College London Mathematics School Lambeth Walk Building,school
school,51.3875004,-0.0886215,Lullaby’s at Very Young Village,childcare
school,51.5008244,0.027914,Kumon,prep_school
school,51.5630959,-0.1021499,Tiddlers,kindergarten
school,51.5346977,-0.1115507,Art K,art_school
school,51.5352204,0.1675538,Leys Children's Centre,childcare
school,51.4161865,-0.0651756,,childcare
school,51.5372723,-0.1271351,King’s Cross Academy,school
school,51.5372483,-0.1271605,Frank Barnes School for Deaf Children,school
school,51.590893,-0.1484623,St James Pre-School,kindergarten
school,51.5107546,-0.0830837,London City Brass,music_school
school,51.5219973,-0.1205378,The Children's Hospital School at Great Ormond Street Hospital (GOSH),school
school,51.5789018,0.1719893,Great Child Nursery & Pre-School,childcare
school,51.453879,-0.333913,Little Wrens Nursery School,kindergarten
school,51.4237143,-0.3585515,Ivytree Nursery Hampton,childcare
school,51.4753429,-0.2427386,The Ark Nursery,childcare
school,51.4743172,-0.2764525,Bright Horizons,kindergarten
school,51.6030681,-0.0638513,St Paul's and All Hallows C of E Junior School,school
school,51.6027156,-0.0638606,St Paul's and All Hallows C of E Infant School,school
school,51.5732035,-0.4249175,Woodlands Nursery,childcare
school,51.469067,-0.3634459,Oak Heights Independent School,school
school,51.4591824,-0.375209,Suffah Primary School,school
school,51.4326723,-0.3026408,Kish Kindergarten,kindergarten
school,51.4432498,-0.3008809,Sudbrook School,kindergarten
school,51.4614235,-0.2898324,Bright Horizons,kindergarten
school,51.4472595,-0.3255507,Windsor Kindergarten,kindergarten
school,51.4475925,-0.3243706,Riverside Playgroup,childcare
school,51.4283293,0.1004801,Benedict House Preparatory School,school
school,51.4474205,-0.39475,Woodbridge Park Education Service - KS4,school
school,51.5001489,-0.116294,DLD College London,school
school,51.4272998,-0.0873381,Bright Horizons West Dulwich,kindergarten
school,51.6032522,-0.0599018,Sunbeams Academy Cedar Nursery,kindergarten
school,51.6156826,-0.1533629,Oakhill Community Nursery,kindergarten
school,51.3342459,-0.4033611,Young Explorers Preschool,kindergarten
school,51.3345747,-0.4041482,Little Acorns Day Nursery,kindergarten
school,51.3336339,-0.4105436,The Butterfly Patch,kindergarten
school,51.3316211,-0.4121661,Little Angels Nursery,kindergarten
school,51.5896529,-0.057142,Little Engineers Nursery,kindergarten
school,51.546991,-0.1039823,London Scandinavian School,school
school,51.4884782,-0.1371876,Eaton Square School Nursery,childcare
school,51.4892455,-0.2876012,The Orchard,childcare
school,51.4215738,0.2320595,Daluca Dance School,dancing_school
school,51.4216418,0.2320206,Peter Pan Pre-school,kindergarten
school,51.4998811,-0.1103573,Co-op Childcare,childcare
school,51.375041,-0.0109349,The Driving Test Centre,driving_school
school,51.4988325,-0.0467701,Little Me Day Nursery,childcare
school,51.5332677,-0.1706319,b-together Day Nursery,childcare
school,51.514338,-0.1586937,Bryanston Nursery,childcare
school,51.2803931,-0.2477999,Unique Beginnings,childcare
school,51.445622,-0.0245205,Bloomers,childcare
school,51.5176671,-0.1837411,Les Trois Oursons Bilingual Nursery,childcare
school,51.5423075,-0.0253869,MEplace,childcare
school,51.5182445,-0.1230182,Pshkin House,language_school
school,51.488412,-0.2889827,Kew House School Sixth Form Annex,school
school,51.538861,-0.1035952,Maggie & Rose,childcare
school,51.5833414,-0.1168346,Creative Explorers,childcare
school,51.535317,-0.0913473,Newpark Montessori Nursery School,kindergarten
school,51.5166208,0.0103595,Kumon,prep_school
school,51.5207441,0.0188782,Tanzeel,language_school
school,51.5197661,0.0110946,The Hub Nursery,childcare
school,51.5911155,-0.1507039,Muswell Hill Day Nursery and Preschool,kindergarten
school,51.6131288,-0.1761762,Puddle Ducks,kindergarten
school,51.5226907,0.0226617,Abbies Driving School,driving_school
school,51.5193253,0.0157041,Magic Years Nursery,childcare
school,51.5949559,-0.1544443,Kidz Kabin Fortismere,kindergarten
school,51.4608712,0.0267072,Fennies Nurseries,childcare
school,51.4781721,0.0189895,Small Steps Big Minds,prep_school
school,51.5340741,0.0628611,The Enchanted Castle,childcare
school,51.5279415,0.056573,The Learning Hub,prep_school
school,51.4648025,0.0091688,Mathnasium,prep_school
school,51.5401118,-0.0703782,Hackney Music Service,music_school
school,51.4263064,-0.378689,Little People,kindergarten
school,51.5265607,0.0388944,Bubbles School of Motoring,driving_school
school,51.6068002,-0.4796471,Hungry Caterpillar Day Nurseries,kindergarten
school,51.4774419,-0.0163931,Bright Horizons Day Nursery And Preschool,kindergarten
school,51.5948662,-0.2845633,Queenbee Nursery,childcare
school,51.5894965,-0.2790735,Tiny Twinkles Nursery,childcare
school,51.5807384,0.0584264,kids inc.,childcare
school,51.6220937,-0.06457,Bright Stars Nursery,kindergarten
school,51.5127693,-0.0248738,Little Miracles Nursery,childcare
school,51.4833429,-0.0069469,Trinity Laban Conservatoire of Music and Dance,music_school
school,51.4584088,0.1331372,Monkey Puzzle,childcare
school,51.4323158,-0.0215131,Bellingham Music Centre,music_school
school,51.5868197,-0.1653795,The Archer Academy,school
school,51.5554002,0.0715179,Kids @ Play Preschool,kindergarten
school,51.4430561,-0.0199316,Monkey Puzzle Day Nursery,childcare
school,51.4390397,-0.0192807,The Nurtury,childcare
school,51.6008228,-0.2403221,St Faisal's North London Korean School,language_school
school,51.5752912,0.0285327,Little Bears Nursery,childcare
school,51.4893248,-0.1210932,Little Agnes Nursery,childcare
school,51.5783615,-0.2655592,Budding Learners Montessori Nursery,kindergarten
school,51.6164652,-0.2751744,Beis Chinuch Primary School,school
school,51.3956629,0.0242101,Riverside School,school
school,51.4767866,-0.1182852,,kindergarten
school,51.6448175,-0.1425252,Blue Planet Montessori Nursery School,childcare
school,51.3889372,-0.2977955,NumberWorks’nWords,prep_school
school,51.3748021,-0.004203,Rainbow Day Nursery,childcare
school,51.4968337,-0.0216052,Tanzeel Maktab & Hifdh Madrasah,school
school,51.4945207,-0.3083764,Fennies Day Nursery,childcare
school,51.459671,-0.0114574,Lewisham After School Club,kindergarten
school,51.4446296,-0.0087622,Little Blossom Day Nursery,childcare
school,51.4622853,-0.0090749,1st Time School of Motoring,driving_school
school,51.5469025,0.031716,Esteem Education,prep_school
school,51.5359098,-0.0852282,Point Blank Music Academy,music_school
school,51.4485556,-0.0164577,Muddy Puddle Nursery,childcare
school,51.5503262,0.0283046,Blossoms Academy,childcare
school,51.5468872,0.0588773,Our Newham Learning & Skills,school
school,51.4846395,0.0016044,Little Cubs Academy,childcare
school,51.5042511,-0.3062788,The Boutique Day Nursery,childcare
school,51.4771169,-0.1091035,Vassal Road Pre-School,kindergarten
school,51.4837654,0.0812626,,childcare
school,51.4585903,0.0053481,Baby Lambs Day Nursery,childcare
school,51.4462148,-0.1793103,Magdalen Nursery,childcare
school,51.5792766,-0.3353052,Active Montessori,kindergarten
school,51.4911854,-0.0819848,LVC School of English,language_school
school,51.3686675,-0.1083371,The Write Time,school
school,51.3899831,-0.283018,AVK Tuition Centre,prep_school
school,51.6727288,-0.4024489,Leavesden Montessori House,childcare
school,51.4743047,-0.0346009,,childcare
school,51.5206491,-0.1258191,ES English London,school
school,51.4611182,-0.0061089,Data Cars Driver Training Centre,driving_school
school,51.4830509,-0.2100358,Sir John Lillie Nursery,childcare
school,51.4794704,-0.0262578,ASC After School Club,childcare
school,51.453543,-0.0238391,Ladywell Pre-school,childcare
school,51.4193076,-0.0544824,Ladybird Nursery Penge,childcare
school,51.5500902,0.0014906,Happy Niños,kindergarten
school,51.5657081,-0.0722932,GuitAir School,music_school
school,51.4854594,0.0081488,Twin English Centre London,language_school
school,51.5799748,-0.0861654,St Mary's Priory Catholic Junior School,school
school,51.5795446,-0.0864641,St Mary's Priory Catholic Infant School,school
school,51.6046954,-0.287877,Woodlands School,school
school,51.6040572,-0.2879847,Camrose Primary With Nursery,school
school,51.5849079,-0.1975078,Garden Suburb Infant School,school
school,51.5850256,-0.1982898,Garden Suburb Junior School,school
school,51.6132761,-0.2611038,Deansbrook Infant School,school
school,51.6132171,-0.2625921,Deansbrook Junior School,school
school,51.6476832,-0.1335941,The After-School Learning Centre,prep_school
school,51.6100499,-0.1854379,Moss Hall Junior School,school
school,51.6093585,-0.1854,Moss Hall Infant School,school
school,51.5484898,0.0262721,Kay Rowe Nursery School,kindergarten
school,51.5181285,-0.4716371,The PRIDE Academy,school
school,51.5177363,-0.4718429,The Skills Hub,school
school,51.5381278,-0.057501,N. Family Club,childcare
school,51.4193526,-0.1973219,Milner School Of English,language_school
school,51.4749223,-0.0250212,Chairbears Nursery,childcare
school,51.4754,-0.0283737,First Step Daycare,childcare
school,51.4754099,-0.0284946,Andyoeo,prep_school
school,51.5579472,-0.2778875,Canopy Children's Nursery,childcare
school,51.4988284,0.0251715,The Nest,childcare
school,51.3462303,-0.225682,Little Fishes Preschool,kindergarten
school,51.5560273,-0.0603267,,childcare
school,51.5833531,-0.5053404,Denham Woodlands Nursery School,childcare
school,51.5830528,-0.3355908,Little Learners Pre-School,childcare
school,51.4659643,0.0085601,Myandme,childcare
school,51.4497895,-0.0053489,The Park Nursery,childcare
school,51.5212032,0.0073832,Little Stars Daycare,childcare
school,51.4986405,-0.3056976,Flyhigh Tutors,prep_school
school,51.5166756,-0.4752999,Sunflower House Nursery,childcare
school,51.5167868,-0.4753559,Hillingdon Theatre Dance Centre,dancing_school
school,51.3463055,-0.2589858,Little Nick Nursery and PreSchool,kindergarten
school,51.349787,-0.2514194,Ewell Castle Nursery School,kindergarten
school,51.3438804,-0.2779507,CherryField Nursery,kindergarten
school,51.3351015,-0.2644043,Nursery and Preschool Epsom | Fennies Nursery,kindergarten
school,51.3328009,-0.2382812,Beechcroft Nursery,kindergarten
school,51.334549,-0.2853921,"Little Hands Nursery, Forest School",kindergarten
school,51.3326209,-0.2728314,Shapes Day Nursery,kindergarten
school,51.3304707,-0.2751355,The Kindergarten at St Joseph's,kindergarten
school,51.3348709,-0.2469173,Shining Stars Nursery,kindergarten
school,51.3321554,-0.2640652,Busy Bees at Epsom,kindergarten
school,51.3633124,-0.2961051,Playtime Day Nursery,kindergarten
school,51.4572619,-0.1868526,art-K Wandsworth,art_school
school,51.479944,0.0090852,Kids & Co Nursery,kindergarten
school,51.509776,-0.0276116,,childcare
school,51.5098275,-0.0277336,,childcare
school,51.4647758,-0.1107064,Leyf Nurseries,childcare
school,51.4911327,0.2914083,Busy Bees,childcare
school,51.5445148,-0.0241158,MEclub,childcare
school,51.4988365,-0.0424158,Galaxy Explorers,kindergarten
school,51.5801377,-0.247507,Parkside View Nursery,childcare
school,51.4680315,0.0322783,ACBT London Motorcycle Training school,driving_school
school,51.5864746,-0.0895921,StudyRight,prep_school
school,51.5907762,-0.1010946,Driveland,driving_school
school,51.4796343,0.0162821,Greenwich Waldorf School,school
school,51.6280797,0.184154,Kims School of Motoring,driving_school
school,51.6255432,0.0432802,Queens Baby Nursery,childcare
school,51.6251464,0.0449934,Mathnasium,prep_school
school,51.4772359,-0.1004398,Little Ange's Daycare,childcare
school,51.5917812,-0.1416246,Kinderzimmer,kindergarten
school,51.4518911,-0.1011346,Apple Tree,childcare
school,51.495373,-0.0953103,Rockhingham Community Day Nursery,childcare
school,51.4855487,0.0125689,Bright Horizons East Greenwich Day Nursery and Preschool,kindergarten
school,51.4482587,-0.0978113,Under The Willow,childcare
school,51.531134,0.0196787,Media Prospects,trade_school
school,51.519395,-0.2666439,Mini Melrose,childcare
school,51.4812486,0.0202137,MEfA Montesorri and Forest School,school
school,51.5205865,-0.5064247,The Old Station Nursery,childcare
school,51.4813998,-0.1316,World Heart Beat,music_school
school,51.5324027,-0.22884,Wetherby House Montessori,kindergarten
school,51.4976696,-0.0622536,Little Acorns Day Nursery,childcare
school,51.5484545,0.049758,Little Kingdom,childcare
school,51.4277758,-0.3548792,,childcare
school,51.6068779,-0.4162657,Melodies Music Education,music_school
school,51.5469807,-0.233859,MMQ Piano Studio,music_school
school,51.6002355,-0.0778245,Risley Avenue Primary School,school
school,51.3944202,0.3153083,Auditorium,school
school,51.3945937,0.315541,Assembly Hall,school
school,51.5899105,-0.2726915,Roe Green Junior School,school
school,51.5900493,-0.2721966,Roe Green Infant School,school
school,51.6002399,-0.240861,Blessed Dominic Catholic Primary School,school
school,51.5669406,-0.3880456,Field End Junior School,school
school,51.5666313,-0.3876507,Field End Infant School,school
school,51.52076,-0.4294219,Rosedale Primary School,school
school,51.5110859,-0.4080057,Minet Infant and Nursery School,school
school,51.5117322,-0.409605,Minet Junior School,school
school,51.5283794,-0.4395069,De Salis Studio College,school
school,51.6178723,-0.102659,Hazelwood Junior School,school
school,51.6176125,-0.1028972,Hazelwood Infant School,school
school,51.4440658,-0.4010318,Springwest Academy,school
school,51.443487,-0.4008272,The Rise Free School,school
school,51.4439688,-0.3996353,Logic Studio School,school
school,51.4467638,-0.3693193,Heathfield Junior School,school
school,51.4470997,-0.3702089,Heathfield Infant School,school
school,51.5434598,0.1020195,Manor Infant School,school
school,51.5427059,0.101495,Manor Junior School,school
school,51.3945855,0.3149439,Cooking,school
school,51.3942726,0.3151803,Games Room,school
school,51.3944086,0.3149723,Art,school
school,51.3945821,0.3148778,English,school
school,51.3944523,0.3148989,Maths,school
school,51.3944517,0.315153,PCSHE,school
school,51.3945353,0.3151346,Maths,school
school,51.3945025,0.3150949,Science,school
school,51.4929666,0.0665173,Rime Tuition,prep_school
school,51.5770954,0.1413362,The Warren School,school
school,51.5766264,0.1412705,Warren Junior School,school
school,51.5849242,0.2197577,Ardleigh Green Junior School,school
school,51.5851685,0.2201987,Ardleigh Green Infant School,school
school,51.5772464,0.2053054,Squirrels Heath Primary School,school
school,51.5769788,0.2053042,Squirrels Heath Infant School,school
school,51.6601887,-0.0566,Carterhatch Infant School,school
school,51.660125,-0.0551321,Carterhatch Junior School,school
school,51.4024827,0.0316951,La Fontaine Academy,school
school,51.6701161,-0.3071585,Radlett Preparatory School,school
school,51.4002848,-0.0265527,Harris Primary Academy Beckenham,school
school,51.5105536,-0.3386097,St Ann's School,school
school,51.3715792,-0.3934923,North East Surrey Secondary Short Stay School,school
school,51.6696788,-0.1749944,,kindergarten
school,51.4839498,-0.4480761,Littlebrook Nursery,childcare
school,51.5396269,0.0038283,Excel Tutors,prep_school
school,51.5846322,-0.1155425,Wiggly Worms Day Nursery,childcare
school,51.5832592,-0.1180012,Creative Explorers,childcare
school,51.4925012,-0.083724,Learners Academy,language_school
school,51.6186517,-0.4096837,Northwood Nursery,childcare
school,51.4347155,-0.1286749,Pioneer Tutors,prep_school
school,51.5751827,0.026355,Tree House Nursery School,kindergarten
school,51.45954,-0.1316681,International British Online School,school
school,51.5587003,-0.013349,Nappy Gang,childcare
school,51.4796283,0.0331673,Busy Bees,childcare
school,51.3965275,-0.1760285,GoodLuck Driving School,driving_school
school,51.5829731,-0.1163127,Creative Explorers,childcare
school,51.6940302,-0.1956866,St John's Nursery Playgroups,kindergarten
school,51.4844655,-0.3070503,The Brentford Dayschool And Nursery,childcare
school,51.5168674,-0.0673864,42 London,trade_school
school,51.5790198,0.026688,The Grove Montessori,kindergarten
school,51.5653862,-0.447341,Suzannes School of Dance,dancing_school
school,51.5186952,-0.1311635,Vogue College of Fashion,trade_school
school,51.4556545,-0.084388,James Allen's Preparatory School,school
school,51.5891611,-0.1163325,Creative Explorers,childcare
school,51.5129079,-0.11275,Instituto Cervantes of London,language_school
school,51.4393387,0.0346908,Eltham College Junior School,school
school,51.5830249,-0.0167651,Kinderzimmer Walthamstow Central,kindergarten
school,51.6993327,-0.2013306,Little Elms Montessori Nursery,kindergarten
school,51.3689321,-0.5026361,Footprints,kindergarten
school,51.5127445,-0.0053471,Matchbox Nursery,childcare
school,51.5602428,-0.1181124,Bennett Court Playgroup,childcare
school,51.5008936,-0.1026769,,school
school,51.6865454,-0.1773879,Potters Bar Clinic School,school
school,51.6969463,-0.1706911,Algebrains,prep_school
school,51.6543838,-0.3244337,Flyers Flying School,flight_school
school,51.4381382,-0.1551558,Little Beans Boutique Nursery,childcare
school,51.6093288,0.1021222,Early Years Assessment Service,school
school,51.5487273,0.0890124,Loxford School,school
school,51.5136174,-0.1313761,Chinese School,language_school
school,51.4133821,-0.0568949,"Blue Pear, Day Nursery and PreSchool",childcare
school,51.5856665,0.0527733,Busy Beacons Nursery,childcare
school,51.590975,-0.1378428,345 Springfield Nursery,childcare
school,51.604073,-0.1119618,Boost Education,prep_school
school,51.530982,0.0310541,,kindergarten
school,51.4467501,-0.1186258,Dave's Drums,music_school
school,51.6066268,-0.3011367,,prep_school
school,51.3984845,-0.0408593,N Family Club,childcare
school,51.494261,0.0136202,Millennium Minis,childcare
school,51.4569596,-0.1976504,,prep_school
school,51.5330449,-0.0648632,Toucan Day,childcare
school,51.4738141,-0.0198162,Early Explorers Nursery,childcare
school,51.5216087,0.1176257,Riverside School,school
school,51.5215002,0.1184637,Riverside Primary School,school
school,51.5174791,-0.1222385,The Profs,prep_school
school,51.4855614,-0.0942213,Walworth,prep_school
school,51.5146065,-0.3198091,The Masters Music School,music_school
school,51.5917,0.1559396,Crownfield Junior School,school
school,51.5921357,0.1549619,Crownfield Infant School,school
school,51.5961781,0.1780933,Rise Park Junior School,school
school,51.5966779,0.1783857,Rise Park Infant School,school
school,51.5781423,0.059182,Grade 9 Tut,prep_school
school,51.5723483,0.0643699,Best Grade Education,prep_school
school,51.46984,-0.0911642,Maudsley and Bethlem Hospital School,school
school,51.4749387,-0.0906057,Arco Academy,school
school,51.5299101,-0.0656135,Kido,kindergarten
school,51.505682,-0.0596514,Puddle Jumpers Nursery,kindergarten
school,51.5535378,-0.3474634,John Chilton School,school
school,51.5442191,-0.3845586,John Chilton School Post 14 Site,school
school,51.520045,-0.4294112,Parkside Studio College,school
school,51.5284152,-0.4392284,Hewens Primary School,school
school,51.4807707,-0.4138397,Unique Academy,school
school,51.6078382,-0.2644273,Menorah Foundation School,school
school,51.6079201,-0.2636747,Menorah Grammar School,school
school,51.4790736,-0.0105259,Oxford International Education Group Greenwich,prep_school
school,51.547902,0.0071505,Heaven Sent Day Nursery,childcare
school,51.5763654,0.050988,Just Kids Day Care,childcare
school,51.4027931,-0.2570834,Emily's Dance Academy - EDA,dancing_school
school,51.402108,-0.25715,Abacus,childcare
school,51.5532936,-0.3598186,Happy Kids Day Nursery,childcare
school,51.5821344,0.0572206,Study Plus Centre,prep_school
school,51.5331636,0.0408889,Kidzsteps Kindergarten and Preschool,kindergarten
school,51.5685935,-0.1230834,Hornsey Day Nursery,childcare
school,51.5021601,-0.0140373,Wood Wharf Kindergarten,kindergarten
school,51.5070774,-0.3533267,Snowflakes Day Nursery & Montessori,childcare
school,51.412718,-0.0528081,Apex Kids,childcare
school,51.5764628,0.0677485,MSN Education Centre,prep_school
school,51.5245138,0.0190242,TREGS Day Care and Educational Centre,kindergarten
school,51.6686375,-0.0168043,Empire Performance Studios,dancing_school
school,51.36831,-0.4442718,Kids Planet Day Nursery,childcare
school,51.4210645,-0.1307131,Pathfield,childcare
school,51.3824671,-0.2865587,Sutherland Day Nursery,childcare
school,51.5853022,-0.361288,Kumon,prep_school
school,51.585153,-0.3614105,LSC Tuition Centre,prep_school
school,51.5852586,-0.3399974,Little Lyons,childcare
school,51.5955881,-0.1134753,Noah's Ark Day Nursery Wood Green,childcare
school,51.6534609,-0.2017762,CC Nurseries,childcare
school,51.4860416,-0.07215,Louise's Daycare,childcare
school,51.478809,-0.0543202,HM Tuition Hub,prep_school
school,51.5504673,0.0478353,Learning Centre,prep_school
school,51.4731208,-0.0140566,Alpha Childcare,childcare
school,51.4873401,0.0023702,More 2 Nurseries,childcare
school,51.4892395,-0.0783079,CTY Nursery,childcare
school,51.56518,-0.0557117,Grasshoppers In The Park Nursery,childcare
school,51.4508886,0.0633701,Crafty Wizards World,childcare
school,51.4938729,-0.0846365,Supreme Care Services,childcare
school,51.4516041,-0.3406307,Capella House School (Secondary Centre),school
school,51.4517648,-0.3406312,Clarendon School Secondary Centre,school
school,51.5609791,-0.0001301,Growing Together Nursery,kindergarten
school,51.5856003,-0.3609337,Bright Maths Tuition,prep_school
school,51.5300657,0.1469247,,childcare
school,51.48505,0.2298363,Kidzproof LTd,childcare
school,51.539249,0.0044571,Britannia School of Excellence,prep_school
school,51.3908176,-0.4995561,Unicorn ChildCare,childcare
school,51.6457269,-0.1855002,Belfield Montessori,childcare
school,51.5325968,-0.198363,Granville Plus Nursery School,kindergarten
school,51.5951793,-0.3320085,,childcare
school,51.3895623,-0.435597,Jollies House,childcare
university,51.5227918,-0.0996753,St Bartholomew's and the Royal London School of Medicine and Dentistry,university
university,51.4825423,-0.0066531,University of Greenwich,university
university,51.5116948,-0.117442,The Courtauld Institute of Art,university
university,51.5210929,-0.1174802,University of the Arts London,university
university,51.5162648,-0.0904216,University of Chicago Booth School of Business,university
university,51.5335399,-0.0933464,University of Wales Trinity Saint David London,university
university,51.5247576,-0.1347918,Department of Geography,university
university,51.4797342,-0.1093922,University of Wales Trinity Saint David London Campus,university
university,51.5227796,-0.13213,UCL Centre for Medical Image Computing,university
university,51.5174721,-0.0776604,Coventry University London Campus,university
university,51.5177926,-0.0778041,Northumbria University London Campus,university
university,51.5241117,-0.1341213,"Department of Civil, Environmental and Geomatic Engineering",university
university,51.5082622,-0.1304173,University of Notre Dame,university
university,51.513979,-0.0811412,BPP Business School,university
university,51.5960416,-0.2413129,Middlesex University,university
university,51.5043217,-0.0895527,London School of Commerce,university
university,51.525504,-0.2019114,Kennet West Skills Centre,university
university,51.525359,-0.1603978,LBS Behaviour Lab,university
university,51.5239773,-0.1314497,Dr. William's Trust,university
university,51.5239976,-0.1314691,Royal Institute of Philosophy,university
university,51.5249966,-0.1344226,Slade School of Fine Art,university
university,51.5251476,-0.1328495,Clubs and Societies Centre,university
university,51.5234187,-0.1327381,UCL Science Library,university
university,51.5238442,-0.1319509,Engineering Hub,university
university,51.5224127,-0.1273144,British Institute of International and Comparative Law,university
university,51.5238505,-0.1287957,UCL Psychology,university
university,51.5238501,-0.128917,UCL Centre for Languages & International Education,university
university,51.5240144,-0.1290143,UCL Geography,university
university,51.5227632,-0.1298022,Babylab,university
university,51.5228162,-0.1296701,The Wolfson Institute for Brain Function & Development,university
university,51.5214444,-0.1317608,Humanities Research Unit,university
university,51.5214047,-0.1317789,Institute of Sports Humanities,university
university,51.5241292,-0.1322933,MRC Laboratory for Molecular Cell Biology,university
university,51.5240474,-0.132485,Division of Biosciences Laboratories,university
university,51.5240904,-0.1328491,Molecular and Cellular Neuroscience Laboratories,university
university,51.4869536,-0.1707824,National Heart and Lung Institute,university
university,51.4362257,-0.1777467,Horton Halls Reception,university
university,51.5960183,-0.2412126,Flood Hazard Research Centre,university
university,51.5471542,-0.1699693,Central Belsize Square,university
university,51.5218458,-0.1231557,Wellcome Centre for Human Neuroimaging,university
university,51.5147039,-0.2231423,Scale Space White City,university
university,51.4975835,-0.1021858,University Library,university
university,51.4976817,-0.1031255,LSBU Active,university
university,51.4795566,-0.1960698,BIMM Institute London,university
university,51.512265,-0.309263,University of West London - Hellenic Institute Of Maritime Studies,university
university,51.512192,-0.30951,University of West London,university
university,51.5061905,-0.0715902,Northeastern University London,university
university,51.5241953,-0.1326499,UCL Estates,university
university,51.5241296,-0.1327442,Faculty of Arts and Humanities,university
university,51.5241041,-0.1327736,UCL Department of Neuroscience research centres.,university
university,51.5205313,-0.0856153,Bayes Business School,university
university,51.5150546,-0.0658396,NTU London,university
university,51.531956,-0.108811,Paris Dauphine University - London Campus,university
university,51.5426094,-0.0105867,Arden University Stratford Campus,university
university,51.4932283,-0.2742584,Richmond American University London,university
place_worship,51.3509907,-0.1616453,Stanley Park Church,place_of_worship
place_worship,51.3247289,-0.193685,Banstead United Reformed Church,place_of_worship
place_worship,51.4364908,-0.1972458,Wimbledon Mosque,place_of_worship
place_worship,51.4440021,-0.1911938,St. Gregory's,place_of_worship
place_worship,51.4428978,-0.044571,Malham Christian Centre,place_of_worship
place_worship,51.4549262,-0.0313739,Crofton Park Baptist Church,place_of_worship
place_worship,51.5784179,0.187751,Romford United Reformed Church,place_of_worship
place_worship,51.5807925,0.1858882,Romford Baptist Church,place_of_worship
place_worship,51.501706,-0.4588762,Bell Farm Church,place_of_worship
place_worship,51.5639452,-0.3556345,The South Harrow Baptist Church,place_of_worship
place_worship,51.6531063,-0.0881233,St Paul's Centre,place_of_worship
